donor_id,jenis_makanan,jumlah_makanan,lokasi_donor,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan
D1482,"['minuman', 'makanan']",3,"(-5.39765285064443, 105.28392579890031)",tidak layak konsumsi,False,True,False,False
D1483,['makanan'],10,"(-5.4121472998999, 105.21142733071572)",hampir kadaluarsa,False,False,False,True
D1484,['makanan'],5,"(-5.41952033892778, 105.27616974792679)",tidak layak konsumsi,True,True,False,False
D1485,['makanan'],10,"(-5.4374544903168, 105.24198325533283)",tidak layak konsumsi,True,False,True,False
D1486,['makanan'],5,"(-5.42218002403727, 105.2565315676571)",tidak layak konsumsi,False,False,True,True
D1487,['minuman'],9,"(-5.37617887226598, 105.27106374036792)",hampir kadaluarsa,False,True,False,True
D1488,"['makanan', 'minuman']",8,"(-5.42705631501825, 105.30606096181218)",hampir kadaluarsa,False,True,True,False
D1489,['makanan'],7,"(-5.38854183964384, 105.28810720534155)",tidak layak konsumsi,False,True,False,False
D1490,['minuman'],2,"(-5.43185769151878, 105.2991107281442)",hampir kadaluarsa,False,False,True,True
D1491,['minuman'],9,"(-5.40779455936846, 105.30682784297491)",tidak layak konsumsi,True,False,False,True
D1492,"['makanan', 'minuman']",3,"(-5.43779221698282, 105.2326759021975)",tidak layak konsumsi,True,False,False,True
D1493,"['minuman', 'makanan']",3,"(-5.41565909952116, 105.25836217402463)",tidak layak konsumsi,False,True,False,True
D1494,"['makanan', 'minuman']",4,"(-5.42090628402096, 105.2618626927595)",hampir kadaluarsa,False,False,True,False
D1495,"['minuman', 'makanan']",5,"(-5.40983575039436, 105.24326204020726)",layak konsumsi,True,True,True,False
D1496,['makanan'],6,"(-5.37836938655184, 105.27738664291763)",hampir kadaluarsa,False,True,False,True
D1497,['makanan'],10,"(-5.43748264486113, 105.21437093601608)",tidak layak konsumsi,False,True,True,True
D1498,"['makanan', 'minuman']",6,"(-5.39963996273818, 105.27925023399976)",tidak layak konsumsi,False,False,True,False
D1499,['minuman'],2,"(-5.42629826053068, 105.21969736829428)",tidak layak konsumsi,True,True,True,True
D1500,['minuman'],2,"(-5.37676336625657, 105.31115845188764)",layak konsumsi,True,True,False,True
D1501,"['minuman', 'makanan']",6,"(-5.37379802367759, 105.26163939439927)",layak konsumsi,False,True,True,True
D1502,['makanan'],5,"(-5.3952337688758, 105.2156432101306)",tidak layak konsumsi,False,True,False,True
D1503,"['makanan', 'minuman']",9,"(-5.43440745096372, 105.23732080973879)",tidak layak konsumsi,True,False,True,False
D1504,['makanan'],2,"(-5.41055861879359, 105.2665704590305)",tidak layak konsumsi,False,False,True,True
D1505,"['minuman', 'makanan']",2,"(-5.41190777944486, 105.23815114203025)",tidak layak konsumsi,False,True,False,True
D1506,"['makanan', 'minuman']",7,"(-5.42737787076398, 105.25772821450346)",layak konsumsi,False,True,True,True
D1507,['minuman'],2,"(-5.42688622933702, 105.28055413201204)",layak konsumsi,False,False,True,True
D1508,['makanan'],9,"(-5.42374647276134, 105.2308517752356)",hampir kadaluarsa,True,True,False,False
D1509,['minuman'],1,"(-5.38433177168643, 105.22288246742853)",tidak layak konsumsi,False,False,True,True
D1510,"['minuman', 'makanan']",5,"(-5.41355464710115, 105.2335301204306)",tidak layak konsumsi,False,True,True,True
D1511,"['minuman', 'makanan']",4,"(-5.42302133353834, 105.28694917559153)",layak konsumsi,True,False,True,True
D1512,"['makanan', 'minuman']",7,"(-5.38357615948798, 105.22436893654297)",tidak layak konsumsi,True,False,False,True
D1513,"['makanan', 'minuman']",10,"(-5.38208916734223, 105.21567518516193)",layak konsumsi,True,False,False,False
D1514,"['makanan', 'minuman']",6,"(-5.37308932428929, 105.28139782806822)",tidak layak konsumsi,False,True,True,True
D1515,"['minuman', 'makanan']",3,"(-5.42477728865032, 105.30878666979285)",layak konsumsi,True,False,True,False
D1516,"['minuman', 'makanan']",5,"(-5.40679084182566, 105.25891834322267)",tidak layak konsumsi,False,True,True,True
D1517,['makanan'],5,"(-5.38114921870716, 105.28469057544815)",tidak layak konsumsi,True,False,True,True
D1518,['makanan'],9,"(-5.41760692926825, 105.28594369326139)",hampir kadaluarsa,False,False,False,True
D1519,"['makanan', 'minuman']",8,"(-5.42135615028282, 105.30523794195294)",tidak layak konsumsi,False,True,True,False
D1520,['minuman'],9,"(-5.43856532183675, 105.20879511757784)",layak konsumsi,False,False,False,False
D1521,"['makanan', 'minuman']",8,"(-5.38421110392754, 105.27666859314496)",hampir kadaluarsa,True,False,True,False
D1522,['makanan'],9,"(-5.40089194365558, 105.23667295644925)",layak konsumsi,True,False,False,True
D1523,['makanan'],9,"(-5.40454870655973, 105.26677580705602)",hampir kadaluarsa,True,False,False,True
D1524,"['makanan', 'minuman']",6,"(-5.41199134673727, 105.23522442717749)",tidak layak konsumsi,True,False,True,False
D1525,['minuman'],6,"(-5.40232301267672, 105.26363736017927)",layak konsumsi,True,True,True,True
D1526,"['minuman', 'makanan']",2,"(-5.3809173059723, 105.23719584532111)",hampir kadaluarsa,False,False,True,True
D1527,"['minuman', 'makanan']",8,"(-5.42217359118573, 105.28121797309268)",hampir kadaluarsa,True,False,True,False
D1528,['minuman'],8,"(-5.40659390643244, 105.31015219693786)",hampir kadaluarsa,True,False,True,True
D1529,"['makanan', 'minuman']",2,"(-5.4222393391476, 105.24246691856409)",tidak layak konsumsi,True,True,True,False
D1530,"['minuman', 'makanan']",5,"(-5.37818410739435, 105.24086620906533)",hampir kadaluarsa,True,True,False,True
D1531,['makanan'],1,"(-5.37707683873786, 105.29855099203246)",tidak layak konsumsi,False,True,False,True
D1532,"['minuman', 'makanan']",4,"(-5.38156351182965, 105.25230895225486)",tidak layak konsumsi,True,True,False,True
D1533,['minuman'],6,"(-5.4162470016118, 105.28803927219056)",layak konsumsi,False,False,True,True
D1534,"['minuman', 'makanan']",10,"(-5.42624347361272, 105.22049727450037)",tidak layak konsumsi,True,True,True,True
D1535,"['minuman', 'makanan']",1,"(-5.37505886171096, 105.2119641235613)",hampir kadaluarsa,True,True,False,True
D1536,"['minuman', 'makanan']",7,"(-5.39394115801459, 105.26730841217804)",hampir kadaluarsa,False,False,False,False
D1537,"['minuman', 'makanan']",1,"(-5.42592350821425, 105.25285642109986)",layak konsumsi,False,False,False,False
D1538,"['makanan', 'minuman']",4,"(-5.38009110377867, 105.23002728536537)",tidak layak konsumsi,True,False,True,False
D1539,['minuman'],6,"(-5.3860067532735, 105.30260855651319)",layak konsumsi,False,False,False,True
D1540,['minuman'],9,"(-5.37925797845137, 105.243881304172)",layak konsumsi,True,False,True,False
D1541,"['minuman', 'makanan']",6,"(-5.42119991605295, 105.22229340959532)",layak konsumsi,True,True,False,True
D1542,['minuman'],2,"(-5.3888408945242, 105.23422732601556)",hampir kadaluarsa,False,False,True,True
D1543,['makanan'],1,"(-5.40258757216695, 105.2899943180445)",layak konsumsi,False,False,False,False
D1544,['makanan'],10,"(-5.43025815454248, 105.26338993188558)",hampir kadaluarsa,False,False,True,False
D1545,['minuman'],2,"(-5.4329426158097, 105.21481556188382)",layak konsumsi,False,True,False,False
D1546,"['minuman', 'makanan']",10,"(-5.4100678785875, 105.28998504439274)",tidak layak konsumsi,True,False,True,True
D1547,"['makanan', 'minuman']",4,"(-5.37301452662266, 105.31398479531101)",layak konsumsi,False,False,True,False
D1548,['minuman'],6,"(-5.38439541386173, 105.25689306908161)",layak konsumsi,True,True,True,False
D1549,"['makanan', 'minuman']",9,"(-5.39705396560663, 105.25926964824733)",layak konsumsi,False,True,True,True
D1550,['makanan'],2,"(-5.38013144378543, 105.25059504310111)",layak konsumsi,True,True,True,True
D1551,"['minuman', 'makanan']",4,"(-5.38793126024456, 105.29736404512231)",hampir kadaluarsa,False,False,True,False
D1552,"['minuman', 'makanan']",8,"(-5.37553342686969, 105.3109075319189)",hampir kadaluarsa,False,True,True,True
D1553,['makanan'],9,"(-5.40269246212878, 105.29831337749147)",tidak layak konsumsi,False,False,False,True
D1554,"['minuman', 'makanan']",7,"(-5.37457144621809, 105.30914300019471)",tidak layak konsumsi,True,False,True,True
D1555,['makanan'],8,"(-5.37787913422987, 105.26359230558887)",tidak layak konsumsi,True,True,False,False
D1556,['minuman'],5,"(-5.40434067625845, 105.2646053582074)",tidak layak konsumsi,True,False,False,True
D1557,"['minuman', 'makanan']",2,"(-5.38818416763292, 105.21450795828184)",layak konsumsi,False,True,False,True
D1558,"['minuman', 'makanan']",5,"(-5.42208627818195, 105.30803614166291)",hampir kadaluarsa,False,False,True,False
D1559,['makanan'],7,"(-5.40038172330899, 105.26631733146702)",hampir kadaluarsa,True,True,True,False
D1560,['minuman'],3,"(-5.40689816380528, 105.30836207322785)",hampir kadaluarsa,True,False,True,False
D1561,['makanan'],10,"(-5.40426911119574, 105.2782546310257)",layak konsumsi,False,True,True,True
D1562,['makanan'],7,"(-5.39326601748177, 105.31221116284831)",layak konsumsi,True,False,True,True
D1563,['minuman'],8,"(-5.41460761353071, 105.30827673914217)",hampir kadaluarsa,True,False,False,True
D1564,['minuman'],8,"(-5.4353428068301, 105.30762991825281)",layak konsumsi,False,True,False,True
D1565,"['minuman', 'makanan']",9,"(-5.37879508853653, 105.26689756494831)",hampir kadaluarsa,True,False,True,False
D1566,['minuman'],5,"(-5.41406636544517, 105.25702340302331)",hampir kadaluarsa,True,True,True,False
D1567,['makanan'],2,"(-5.3790917650183, 105.27660235020707)",layak konsumsi,False,True,False,True
D1568,['minuman'],6,"(-5.4321427727597, 105.22581181294237)",tidak layak konsumsi,False,True,False,False
D1569,"['minuman', 'makanan']",5,"(-5.39527101340038, 105.28032002800106)",hampir kadaluarsa,True,False,True,False
D1570,"['makanan', 'minuman']",6,"(-5.42270872363951, 105.22560481695659)",tidak layak konsumsi,True,True,True,True
D1571,['makanan'],7,"(-5.39152023334891, 105.29740881311369)",hampir kadaluarsa,False,True,False,False
D1572,"['minuman', 'makanan']",1,"(-5.40524147667048, 105.26849333198733)",hampir kadaluarsa,True,True,True,True
D1573,"['makanan', 'minuman']",8,"(-5.42612138106629, 105.25720950590994)",hampir kadaluarsa,False,True,True,True
D1574,"['minuman', 'makanan']",1,"(-5.39745425778098, 105.2345977254223)",tidak layak konsumsi,True,False,False,False
D1575,['makanan'],3,"(-5.39476861613692, 105.31192355471734)",hampir kadaluarsa,True,True,False,False
D1576,['makanan'],5,"(-5.38669559996163, 105.30989973530197)",tidak layak konsumsi,True,True,True,True
D1577,"['makanan', 'minuman']",1,"(-5.41069845553846, 105.23693098417979)",tidak layak konsumsi,True,False,False,False
D1578,['minuman'],7,"(-5.41716996343461, 105.25085220021326)",layak konsumsi,False,False,True,False
D1579,"['minuman', 'makanan']",2,"(-5.41837304766523, 105.25702561945428)",tidak layak konsumsi,False,False,True,False
D1580,"['minuman', 'makanan']",6,"(-5.4122166480442, 105.23847397690268)",layak konsumsi,True,False,False,True
D1581,"['makanan', 'minuman']",10,"(-5.42036167267881, 105.2739888357467)",tidak layak konsumsi,False,True,True,False
D1582,"['minuman', 'makanan']",3,"(-5.38878371413705, 105.23868568736228)",tidak layak konsumsi,True,False,False,False
D1583,['makanan'],4,"(-5.40768953563007, 105.25706290487425)",hampir kadaluarsa,True,False,False,False
D1584,"['minuman', 'makanan']",9,"(-5.42157653427338, 105.22032067957676)",hampir kadaluarsa,True,False,True,True
D1585,['minuman'],1,"(-5.41021613126685, 105.20970704367038)",layak konsumsi,False,False,True,False
D1586,['minuman'],8,"(-5.43486559862134, 105.28548211075871)",layak konsumsi,True,True,False,True
D1587,"['makanan', 'minuman']",5,"(-5.39325046177046, 105.30787669011777)",tidak layak konsumsi,True,False,True,False
D1588,"['makanan', 'minuman']",10,"(-5.40218365642219, 105.25541624849424)",layak konsumsi,False,False,True,True
D1589,"['makanan', 'minuman']",2,"(-5.39997167874687, 105.25754902507464)",hampir kadaluarsa,True,True,False,False
D1590,['makanan'],4,"(-5.43435157853591, 105.30621325126437)",tidak layak konsumsi,False,True,True,True
D1591,['makanan'],1,"(-5.41848662549131, 105.25401511387874)",hampir kadaluarsa,False,True,True,True
D1592,['makanan'],10,"(-5.38632280593513, 105.30072940373542)",hampir kadaluarsa,True,True,True,True
D1593,['minuman'],3,"(-5.38399183709772, 105.24149328106705)",hampir kadaluarsa,True,True,False,False
D1594,"['minuman', 'makanan']",8,"(-5.43123453688561, 105.29758508534911)",layak konsumsi,True,False,True,False
D1595,['minuman'],8,"(-5.39688811621977, 105.27962283335204)",hampir kadaluarsa,False,False,True,False
D1596,['makanan'],9,"(-5.42441195293072, 105.24204774602853)",tidak layak konsumsi,False,False,True,True
D1597,"['minuman', 'makanan']",4,"(-5.39769145733467, 105.25389599545792)",hampir kadaluarsa,False,True,True,True
D1598,['makanan'],5,"(-5.40433510057774, 105.2793732932274)",tidak layak konsumsi,False,False,True,False
D1599,['makanan'],4,"(-5.37607387615321, 105.2635449447406)",layak konsumsi,False,True,True,True
D1600,['minuman'],7,"(-5.3783336151603, 105.21761875885566)",tidak layak konsumsi,True,False,True,False
D1601,"['minuman', 'makanan']",6,"(-5.42831717829347, 105.28268124667835)",layak konsumsi,False,True,True,False
D1602,"['makanan', 'minuman']",5,"(-5.40705467411597, 105.22685020743612)",layak konsumsi,True,True,False,False
D1603,"['makanan', 'minuman']",1,"(-5.42285137272981, 105.21973411543567)",layak konsumsi,True,True,False,False
D1604,"['minuman', 'makanan']",9,"(-5.37366531534068, 105.27558608178468)",hampir kadaluarsa,True,False,False,True
D1605,"['makanan', 'minuman']",7,"(-5.42470436148217, 105.25177802293604)",tidak layak konsumsi,True,True,False,False
D1606,"['makanan', 'minuman']",9,"(-5.43592403915395, 105.23095887635036)",tidak layak konsumsi,True,True,True,True
D1607,"['minuman', 'makanan']",4,"(-5.39438576137006, 105.2554520382496)",layak konsumsi,True,True,False,True
D1608,"['minuman', 'makanan']",10,"(-5.38463177690676, 105.2487202233533)",tidak layak konsumsi,True,True,False,True
D1609,['minuman'],6,"(-5.43265968473126, 105.3131343154901)",tidak layak konsumsi,True,True,True,False
D1610,"['minuman', 'makanan']",1,"(-5.38282570041331, 105.22469015519704)",tidak layak konsumsi,False,False,False,False
D1611,"['makanan', 'minuman']",6,"(-5.42036537283923, 105.27974779556492)",tidak layak konsumsi,False,False,True,False
D1612,['makanan'],8,"(-5.42358793595, 105.23803879737348)",layak konsumsi,False,False,True,False
D1613,"['minuman', 'makanan']",10,"(-5.42003681529667, 105.28558098324831)",tidak layak konsumsi,False,True,False,False
D1614,"['makanan', 'minuman']",1,"(-5.41367008580337, 105.27055162540114)",tidak layak konsumsi,True,False,False,False
D1615,['makanan'],1,"(-5.43491026900807, 105.26774810581942)",tidak layak konsumsi,True,True,False,True
D1616,"['minuman', 'makanan']",8,"(-5.37566132386331, 105.255548049133)",tidak layak konsumsi,False,True,False,False
D1617,"['makanan', 'minuman']",4,"(-5.39047876926614, 105.23354044146627)",hampir kadaluarsa,True,True,False,True
D1618,"['minuman', 'makanan']",9,"(-5.42582911883541, 105.22548341037925)",hampir kadaluarsa,False,True,True,False
D1619,"['minuman', 'makanan']",3,"(-5.43893532918005, 105.30144159576354)",tidak layak konsumsi,False,False,True,False
D1620,"['makanan', 'minuman']",7,"(-5.38047551841117, 105.22367005150986)",layak konsumsi,True,False,False,True
D1621,['minuman'],4,"(-5.39927507543338, 105.28331596554862)",hampir kadaluarsa,True,True,True,False
D1622,['makanan'],4,"(-5.4300533984622, 105.28903835367845)",layak konsumsi,False,True,False,True
D1623,"['makanan', 'minuman']",8,"(-5.41510725631138, 105.24523504707714)",hampir kadaluarsa,False,True,True,True
D1624,['minuman'],6,"(-5.41655319157818, 105.22416952346215)",hampir kadaluarsa,False,False,True,True
D1625,['minuman'],10,"(-5.40894816444411, 105.27390685747905)",tidak layak konsumsi,True,False,False,True
D1626,['makanan'],6,"(-5.4134022655346, 105.29005070244949)",tidak layak konsumsi,False,False,False,False
D1627,"['minuman', 'makanan']",4,"(-5.40603809393345, 105.27468719792121)",hampir kadaluarsa,False,False,True,False
D1628,['makanan'],1,"(-5.37731750150851, 105.23919394601629)",hampir kadaluarsa,True,False,True,False
D1629,['makanan'],8,"(-5.3827553380575, 105.24376747096512)",tidak layak konsumsi,False,False,False,True
D1630,"['minuman', 'makanan']",7,"(-5.42167949055931, 105.2767541293647)",hampir kadaluarsa,False,False,True,True
D1631,['minuman'],6,"(-5.40723897636614, 105.2383699301209)",hampir kadaluarsa,True,True,False,False
D1632,['minuman'],7,"(-5.40980159736941, 105.22298522671136)",layak konsumsi,False,False,False,True
D1633,"['minuman', 'makanan']",2,"(-5.37602561462231, 105.29910250894184)",hampir kadaluarsa,False,True,True,True
D1634,['minuman'],3,"(-5.3897589885413, 105.2408097392323)",layak konsumsi,False,False,False,False
D1635,['minuman'],5,"(-5.40323017439942, 105.29571948775563)",layak konsumsi,False,False,False,False
D1636,"['minuman', 'makanan']",6,"(-5.37902749040109, 105.25601001973288)",tidak layak konsumsi,False,False,True,True
D1637,['minuman'],7,"(-5.37844706062736, 105.21473599778922)",layak konsumsi,True,False,False,False
D1638,['minuman'],3,"(-5.3998472108604, 105.24832007167836)",hampir kadaluarsa,True,False,True,True
D1639,['makanan'],9,"(-5.41849918483647, 105.26071224280145)",tidak layak konsumsi,False,True,True,False
D1640,['minuman'],4,"(-5.41368029452933, 105.23253601028608)",hampir kadaluarsa,True,False,False,False
D1641,"['minuman', 'makanan']",7,"(-5.40390263159456, 105.20906087211314)",tidak layak konsumsi,True,True,False,False
D1642,['makanan'],4,"(-5.42251659399814, 105.22905909117809)",hampir kadaluarsa,False,True,False,True
D1643,"['minuman', 'makanan']",5,"(-5.38488569236886, 105.22107504091578)",tidak layak konsumsi,True,True,False,False
D1644,"['makanan', 'minuman']",10,"(-5.40908459966817, 105.28882062300012)",tidak layak konsumsi,False,True,True,True
D1645,['minuman'],10,"(-5.42279358864537, 105.28710478178577)",tidak layak konsumsi,True,True,True,True
D1646,['makanan'],1,"(-5.37628168443914, 105.27623232506804)",layak konsumsi,True,True,False,True
D1647,"['minuman', 'makanan']",2,"(-5.3839888819526, 105.30814408884339)",layak konsumsi,False,True,True,True
D1648,"['makanan', 'minuman']",2,"(-5.39859367172772, 105.21065212009837)",tidak layak konsumsi,True,True,False,False
D1649,"['minuman', 'makanan']",6,"(-5.42745274934414, 105.21069805699348)",tidak layak konsumsi,True,False,True,True
D1650,['makanan'],10,"(-5.38311238137353, 105.29148788982549)",hampir kadaluarsa,False,True,False,False
D1651,['minuman'],10,"(-5.37713972308292, 105.27028112527455)",tidak layak konsumsi,True,False,False,True
D1652,"['minuman', 'makanan']",7,"(-5.41487898933793, 105.28588085658753)",layak konsumsi,False,False,False,False
D1653,['minuman'],8,"(-5.38454387393755, 105.22731100254404)",hampir kadaluarsa,False,True,True,False
D1654,['makanan'],1,"(-5.43534695196165, 105.29827210180363)",tidak layak konsumsi,False,True,True,False
D1655,"['makanan', 'minuman']",8,"(-5.39554672496893, 105.24961714304348)",tidak layak konsumsi,False,False,True,False
D1656,['makanan'],10,"(-5.40199402294306, 105.22001357675806)",tidak layak konsumsi,True,True,False,True
D1657,"['makanan', 'minuman']",3,"(-5.40556716677369, 105.21731719012288)",hampir kadaluarsa,True,False,True,False
D1658,['makanan'],5,"(-5.38175173859002, 105.28541363431069)",layak konsumsi,False,False,True,False
D1659,['minuman'],8,"(-5.41117346640003, 105.280980952117)",hampir kadaluarsa,True,True,False,True
D1660,"['makanan', 'minuman']",4,"(-5.37682981565288, 105.30293249942258)",layak konsumsi,True,True,True,False
D1661,"['makanan', 'minuman']",8,"(-5.38781775777218, 105.29306598858395)",tidak layak konsumsi,False,False,False,True
D1662,['minuman'],5,"(-5.41136370344392, 105.28848169495537)",hampir kadaluarsa,False,True,True,False
D1663,"['minuman', 'makanan']",6,"(-5.39995886450195, 105.2268839253693)",hampir kadaluarsa,True,False,True,True
D1664,['minuman'],9,"(-5.43625940023824, 105.27148418916696)",hampir kadaluarsa,True,True,False,True
D1665,['makanan'],3,"(-5.40949201910781, 105.25465143457724)",tidak layak konsumsi,True,True,True,False
D1666,"['makanan', 'minuman']",6,"(-5.41382517832505, 105.25037933492719)",hampir kadaluarsa,True,False,True,True
D1667,['makanan'],6,"(-5.43666547691291, 105.23654317022995)",tidak layak konsumsi,True,False,False,False
D1668,"['makanan', 'minuman']",6,"(-5.42255351437317, 105.30003562008869)",layak konsumsi,False,False,False,True
D1669,['minuman'],9,"(-5.40416965682605, 105.26446021080764)",tidak layak konsumsi,False,False,False,True
D1670,"['minuman', 'makanan']",10,"(-5.43134685489191, 105.28276180945649)",layak konsumsi,False,True,True,False
D1671,"['makanan', 'minuman']",5,"(-5.41207119060437, 105.25941139425296)",hampir kadaluarsa,False,True,True,True
D1672,"['makanan', 'minuman']",3,"(-5.3929769652192, 105.29610425333806)",layak konsumsi,False,True,True,False
D1673,['makanan'],7,"(-5.4388872475605, 105.29065003899447)",layak konsumsi,False,False,True,False
D1674,['makanan'],9,"(-5.39939622710941, 105.31113344196723)",tidak layak konsumsi,True,True,True,False
D1675,"['minuman', 'makanan']",5,"(-5.40207563818563, 105.29760462315627)",hampir kadaluarsa,True,True,False,True
D1676,"['makanan', 'minuman']",5,"(-5.42737957748196, 105.25655346481473)",layak konsumsi,True,True,True,True
D1677,"['minuman', 'makanan']",3,"(-5.40587505185125, 105.27991339980765)",layak konsumsi,True,False,False,False
D1678,"['minuman', 'makanan']",9,"(-5.40849803712768, 105.24054658375218)",layak konsumsi,False,True,False,False
D1679,"['makanan', 'minuman']",5,"(-5.43226129361669, 105.2487993471241)",tidak layak konsumsi,False,False,False,False
D1680,['makanan'],8,"(-5.43770603996703, 105.22260220470555)",hampir kadaluarsa,False,True,True,True
D1681,['minuman'],5,"(-5.37478208791929, 105.25714484752085)",layak konsumsi,True,False,True,True
D1682,['makanan'],4,"(-5.40485837654959, 105.20898611654006)",hampir kadaluarsa,True,False,False,False
D1683,"['makanan', 'minuman']",5,"(-5.38336186648919, 105.20959677518464)",tidak layak konsumsi,True,True,False,True
D1684,"['minuman', 'makanan']",5,"(-5.37363180552267, 105.21452220469598)",hampir kadaluarsa,True,False,True,False
D1685,"['minuman', 'makanan']",1,"(-5.41590785325138, 105.28032644423583)",layak konsumsi,False,True,True,False
D1686,['makanan'],3,"(-5.41858878014359, 105.29615868603949)",tidak layak konsumsi,False,True,False,True
D1687,['makanan'],7,"(-5.43756539296469, 105.2301030547448)",tidak layak konsumsi,True,False,True,False
D1688,['minuman'],3,"(-5.41379905326001, 105.22016826672244)",tidak layak konsumsi,False,False,False,True
D1689,"['makanan', 'minuman']",1,"(-5.37698759676169, 105.30249571238116)",layak konsumsi,False,True,True,True
D1690,"['minuman', 'makanan']",5,"(-5.40791030878595, 105.2447823463204)",layak konsumsi,True,True,True,True
D1691,"['minuman', 'makanan']",8,"(-5.42230732662649, 105.28985298849226)",hampir kadaluarsa,True,True,False,True
D1692,"['minuman', 'makanan']",5,"(-5.4077621567608, 105.247633134296)",hampir kadaluarsa,False,True,True,True
D1693,"['minuman', 'makanan']",4,"(-5.43331926752465, 105.26292105206294)",layak konsumsi,False,False,True,True
D1694,"['minuman', 'makanan']",8,"(-5.40817323967432, 105.21642558517867)",layak konsumsi,False,False,False,True
D1695,"['makanan', 'minuman']",10,"(-5.4274632406345, 105.25409369828216)",layak konsumsi,True,True,True,False
D1696,"['makanan', 'minuman']",10,"(-5.42496117235012, 105.29556782909077)",layak konsumsi,False,False,True,False
D1697,"['makanan', 'minuman']",4,"(-5.39769274736579, 105.21819201715513)",layak konsumsi,False,False,False,True
D1698,['makanan'],2,"(-5.41347475387391, 105.27978469092554)",layak konsumsi,False,False,False,False
D1699,"['makanan', 'minuman']",8,"(-5.39645316486364, 105.28343562740841)",tidak layak konsumsi,False,True,False,False
D1700,['minuman'],5,"(-5.39798034554703, 105.23710970925704)",tidak layak konsumsi,True,False,True,False
D1701,"['makanan', 'minuman']",4,"(-5.40657322938079, 105.2528563907113)",layak konsumsi,False,False,False,False
D1702,"['makanan', 'minuman']",3,"(-5.41153806752376, 105.242009285394)",tidak layak konsumsi,False,True,False,True
D1703,['makanan'],10,"(-5.39703599682866, 105.28810419033877)",hampir kadaluarsa,False,False,True,False
D1704,['makanan'],10,"(-5.37363600652602, 105.23363463714036)",tidak layak konsumsi,False,True,True,False
D1705,"['minuman', 'makanan']",3,"(-5.40682245736405, 105.2480658627477)",layak konsumsi,False,True,False,True
D1706,['makanan'],6,"(-5.37493563688641, 105.23104016035732)",layak konsumsi,False,True,True,True
D1707,['minuman'],8,"(-5.38746032526231, 105.27525975991807)",layak konsumsi,True,True,False,False
D1708,['minuman'],8,"(-5.43276385107807, 105.27861558853587)",tidak layak konsumsi,False,True,False,False
D1709,"['minuman', 'makanan']",10,"(-5.42119906714697, 105.23876002272667)",hampir kadaluarsa,False,True,True,False
D1710,"['minuman', 'makanan']",3,"(-5.37779631174666, 105.24308840914769)",tidak layak konsumsi,False,False,False,True
D1711,['minuman'],8,"(-5.39787332253672, 105.21485146043422)",tidak layak konsumsi,True,True,True,True
D1712,"['makanan', 'minuman']",8,"(-5.38063056730629, 105.2620648923831)",hampir kadaluarsa,False,False,True,True
D1713,['makanan'],10,"(-5.4388685374684, 105.24015947857835)",tidak layak konsumsi,False,True,False,True
D1714,"['minuman', 'makanan']",9,"(-5.39380127242915, 105.3009111256882)",hampir kadaluarsa,True,False,False,True
D1715,['minuman'],7,"(-5.41213080625436, 105.22497821167991)",tidak layak konsumsi,True,True,False,True
D1716,['minuman'],2,"(-5.38003205728339, 105.25762927939273)",layak konsumsi,True,True,True,False
D1717,['minuman'],1,"(-5.3989094036779, 105.25163086599757)",layak konsumsi,True,False,False,True
D1718,['makanan'],1,"(-5.39283154508163, 105.26741324244412)",hampir kadaluarsa,False,True,True,False
D1719,['minuman'],2,"(-5.42139088625685, 105.2864912958433)",layak konsumsi,False,False,True,True
D1720,['minuman'],3,"(-5.3741677202894, 105.25893439870127)",tidak layak konsumsi,True,True,True,True
D1721,"['makanan', 'minuman']",10,"(-5.39797105631279, 105.2562467548069)",hampir kadaluarsa,True,False,True,False
D1722,"['makanan', 'minuman']",7,"(-5.4195316859902, 105.26089413929621)",tidak layak konsumsi,False,True,True,True
D1723,"['makanan', 'minuman']",2,"(-5.41879798413826, 105.26086724003515)",layak konsumsi,True,True,True,True
D1724,['minuman'],8,"(-5.40755851637787, 105.21003600342016)",tidak layak konsumsi,True,True,True,True
D1725,['makanan'],8,"(-5.40319403991548, 105.25721931954921)",hampir kadaluarsa,True,True,False,False
D1726,['makanan'],6,"(-5.39561956394792, 105.22541405739842)",tidak layak konsumsi,False,False,True,True
D1727,"['minuman', 'makanan']",9,"(-5.42460834444472, 105.25378672584431)",layak konsumsi,False,False,False,False
D1728,['minuman'],5,"(-5.40299050403372, 105.30303455562742)",hampir kadaluarsa,False,False,False,True
D1729,"['minuman', 'makanan']",5,"(-5.37922269960483, 105.26914716697132)",layak konsumsi,True,True,False,False
D1730,['makanan'],3,"(-5.37919419262393, 105.23602742954034)",hampir kadaluarsa,True,False,False,False
D1731,['makanan'],3,"(-5.43411831314966, 105.23379994824428)",layak konsumsi,False,True,True,True
D1732,"['makanan', 'minuman']",6,"(-5.43049632383363, 105.3000459922267)",layak konsumsi,True,True,False,True
D1733,['minuman'],1,"(-5.39419049393532, 105.24435675604278)",tidak layak konsumsi,False,False,True,False
D1734,['minuman'],10,"(-5.42548750386598, 105.22006887698568)",layak konsumsi,False,False,False,False
D1735,"['minuman', 'makanan']",10,"(-5.41344046459138, 105.25949488634497)",layak konsumsi,True,False,True,True
D1736,['makanan'],2,"(-5.38246144541501, 105.27242246187976)",tidak layak konsumsi,True,True,True,True
